treatment,date,jobdate,sampleid,imageid,filename,frame,parameter,roi,frame_avg,yii_avg,npq_avg,yii_std,npq_std,plantarea,obj_in_frame,unique_roi,gtype
fluc,2019-08-03,2019-08-03,tray4,10,diy_data\pimframes\fluc-20190803-tray4-10.tif,Fmp,t60_ALon,2,35.2358,0.0302,1.4900,0.0614,0.4981,33.0800,True,True,stn7
fluc,2019-08-03,2019-08-03,tray4,10,diy_data\pimframes\fluc-20190803-tray4-10.tif,Fmp,t60_ALon,3,34.4008,0.0317,1.4938,0.0547,0.5935,30.8400,True,True,wt
fluc,2019-08-03,2019-08-03,tray4,10,diy_data\pimframes\fluc-20190803-tray4-10.tif,Fmp,t60_ALon,4,32.8396,0.0307,1.3231,0.0538,0.2844,30.6800,True,True,vccn1
fluc,2019-08-03,2019-08-03,tray4,10,diy_data\pimframes\fluc-20190803-tray4-10.tif,Fmp,t60_ALon,5,33.5744,0.0358,1.3118,0.0548,0.3237,23.1200,True,True,vccn1
fluc,2019-08-03,2019-08-03,tray4,10,diy_data\pimframes\fluc-20190803-tray4-10.tif,Fmp,t60_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
fluc,2019-08-03,2019-08-03,tray4,10,diy_data\pimframes\fluc-20190803-tray4-10.tif,Fmp,t60_ALon,7,29.1867,0.0474,1.6730,0.0820,0.5142,39.6400,True,True,kea3
fluc,2019-08-03,2019-08-03,tray4,10,diy_data\pimframes\fluc-20190803-tray4-10.tif,Fmp,t60_ALon,8,29.4697,0.0455,1.5210,0.0599,0.5130,20.4400,True,True,kea3
fluc,2019-08-03,2019-08-03,tray4,11,diy_data\pimframes\fluc-20190803-tray4-11.tif,Fp,t80_ALon,0,28.0651,0.0482,2.0415,0.0682,0.6955,48.5200,True,True,wt
fluc,2019-08-03,2019-08-03,tray4,11,diy_data\pimframes\fluc-20190803-tray4-11.tif,Fp,t80_ALon,1,25.7033,0.0550,2.0648,0.0889,0.7405,33.1600,True,True,stn7
fluc,2019-08-03,2019-08-03,tray4,11,diy_data\pimframes\fluc-20190803-tray4-11.tif,Fp,t80_ALon,2,27.7533,0.0537,2.0942,0.0824,0.6840,33.0800,True,True,stn7
fluc,2019-08-03,2019-08-03,tray4,11,diy_data\pimframes\fluc-20190803-tray4-11.tif,Fp,t80_ALon,3,27.8288,0.0524,2.0217,0.0677,0.7482,30.8400,True,True,wt
fluc,2019-08-03,2019-08-03,tray4,11,diy_data\pimframes\fluc-20190803-tray4-11.tif,Fp,t80_ALon,4,24.7458,0.0595,2.0511,0.0765,0.6406,30.6800,True,True,vccn1
fluc,2019-08-03,2019-08-03,tray4,11,diy_data\pimframes\fluc-20190803-tray4-11.tif,Fp,t80_ALon,5,25.5969,0.0559,1.9774,0.0729,0.5237,23.1200,True,True,vccn1
fluc,2019-08-03,2019-08-03,tray4,11,diy_data\pimframes\fluc-20190803-tray4-11.tif,Fp,t80_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
fluc,2019-08-03,2019-08-03,tray4,11,diy_data\pimframes\fluc-20190803-tray4-11.tif,Fp,t80_ALon,7,23.6236,0.0719,2.1833,0.0960,0.6871,39.6400,True,True,kea3
fluc,2019-08-03,2019-08-03,tray4,11,diy_data\pimframes\fluc-20190803-tray4-11.tif,Fp,t80_ALon,8,24.2681,0.0714,1.9538,0.0957,0.6235,20.4400,True,True,kea3
fluc,2019-08-03,2019-08-03,tray4,12,diy_data\pimframes\fluc-20190803-tray4-12.tif,Fmp,t80_ALon,0,28.6414,0.0482,2.0415,0.0682,0.6955,48.5200,True,True,wt
fluc,2019-08-03,2019-08-03,tray4,12,diy_data\pimframes\fluc-20190803-tray4-12.tif,Fmp,t80_ALon,1,26.2726,0.0550,2.0648,0.0889,0.7405,33.1600,True,True,stn7
fluc,2019-08-03,2019-08-03,tray4,12,diy_data\pimframes\fluc-20190803-tray4-12.tif,Fmp,t80_ALon,2,28.4813,0.0537,2.0942,0.0824,0.6840,33.0800,True,True,stn7
fluc,2019-08-03,2019-08-03,tray4,12,diy_data\pimframes\fluc-20190803-tray4-12.tif,Fmp,t80_ALon,3,28.6615,0.0524,2.0217,0.0677,0.7482,30.8400,True,True,wt
fluc,2019-08-03,2019-08-03,tray4,12,diy_data\pimframes\fluc-20190803-tray4-12.tif,Fmp,t80_ALon,4,25.6506,0.0595,2.0511,0.0765,0.6406,30.6800,True,True,vccn1
fluc,2019-08-03,2019-08-03,tray4,12,diy_data\pimframes\fluc-20190803-tray4-12.tif,Fmp,t80_ALon,5,26.4706,0.0559,1.9774,0.0729,0.5237,23.1200,True,True,vccn1
fluc,2019-08-03,2019-08-03,tray4,12,diy_data\pimframes\fluc-20190803-tray4-12.tif,Fmp,t80_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
fluc,2019-08-03,2019-08-03,tray4,12,diy_data\pimframes\fluc-20190803-tray4-12.tif,Fmp,t80_ALon,7,24.6912,0.0719,2.1833,0.0960,0.6871,39.6400,True,True,kea3
fluc,2019-08-03,2019-08-03,tray4,12,diy_data\pimframes\fluc-20190803-tray4-12.tif,Fmp,t80_ALon,8,25.3464,0.0714,1.9538,0.0957,0.6235,20.4400,True,True,kea3
fluc,2019-08-03,2019-08-03,tray4,13,diy_data\pimframes\fluc-20190803-tray4-13.tif,Fp,t100_ALon,0,25.9448,0.0574,2.2715,0.0769,0.7615,48.5200,True,True,wt
fluc,2019-08-03,2019-08-03,tray4,13,diy_data\pimframes\fluc-20190803-tray4-13.tif,Fp,t100_ALon,1,23.8106,0.0557,2.3659,0.0849,0.9007,33.1600,True,True,stn7
fluc,2019-08-03,2019-08-03,tray4,13,diy_data\pimframes\fluc-20190803-tray4-13.tif,Fp,t100_ALon,2,25.3748,0.0630,2.3308,0.0847,0.7095,33.0800,True,True,stn7
fluc,2019-08-03,2019-08-03,tray4,13,diy_data\pimframes\fluc-20190803-tray4-13.tif,Fp,t100_ALon,3,25.6122,0.0730,2.1841,0.0832,0.6603,30.8400,True,True,wt
fluc,2019-08-03,2019-08-03,tray4,13,diy_data\pimframes\fluc-20190803-tray4-13.tif,Fp,t100_ALon,4,22.5346,0.0730,2.3724,0.0993,1.0816,30.6800,True,True,vccn1
fluc,2019-08-03,2019-08-03,tray4,13,diy_data\pimframes\fluc-20190803-tray4-13.tif,Fp,t100_ALon,5,23.2993,0.0794,2.2342,0.0952,0.7273,23.1200,True,True,vccn1
fluc,2019-08-03,2019-08-03,tray4,13,diy_data\pimframes\fluc-20190803-tray4-13.tif,Fp,t100_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
fluc,2019-08-03,2019-08-03,tray4,13,diy_data\pimframes\fluc-20190803-tray4-13.tif,Fp,t100_ALon,7,21.9516,0.0852,2.3531,0.1006,0.7028,39.6400,True,True,kea3
fluc,2019-08-03,2019-08-03,tray4,13,diy_data\pimframes\fluc-20190803-tray4-13.tif,Fp,t100_ALon,8,22.4462,0.0819,2.1619,0.0947,0.6837,20.4400,True,True,kea3
fluc,2019-08-03,2019-08-03,tray4,14,diy_data\pimframes\fluc-20190803-tray4-14.tif,Fmp,t100_ALon,0,26.7675,0.0574,2.2715,0.0769,0.7615,48.5200,True,True,wt
fluc,2019-08-03,2019-08-03,tray4,14,diy_data\pimframes\fluc-20190803-tray4-14.tif,Fmp,t100_ALon,1,24.3221,0.0557,2.3659,0.0849,0.9007,33.1600,True,True,stn7
fluc,2019-08-03,2019-08-03,tray4,14,diy_data\pimframes\fluc-20190803-tray4-14.tif,Fmp,t100_ALon,2,26.3773,0.0630,2.3308,0.0847,0.7095,33.0800,True,True,stn7
fluc,2019-08-03,2019-08-03,tray4,14,diy_data\pimframes\fluc-20190803-tray4-14.tif,Fmp,t100_ALon,3,27.0298,0.0730,2.1841,0.0832,0.6603,30.8400,True,True,wt
fluc,2019-08-03,2019-08-03,tray4,14,diy_data\pimframes\fluc-20190803-tray4-14.tif,Fmp,t100_ALon,4,23.6362,0.0730,2.3724,0.0993,1.0816,30.6800,True,True,vccn1
fluc,2019-08-03,2019-08-03,tray4,14,diy_data\pimframes\fluc-20190803-tray4-14.tif,Fmp,t100_ALon,5,24.6834,0.0794,2.2342,0.0952,0.7273,23.1200,True,True,vccn1
fluc,2019-08-03,2019-08-03,tray4,14,diy_data\pimframes\fluc-20190803-tray4-14.tif,Fmp,t100_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
fluc,2019-08-03,2019-08-03,tray4,14,diy_data\pimframes\fluc-20190803-tray4-14.tif,Fmp,t100_ALon,7,23.3633,0.0852,2.3531,0.1006,0.7028,39.6400,True,True,kea3
fluc,2019-08-03,2019-08-03,tray4,14,diy_data\pimframes\fluc-20190803-tray4-14.tif,Fmp,t100_ALon,8,23.8630,0.0819,2.1619,0.0947,0.6837,20.4400,True,True,kea3
fluc,2019-08-03,2019-08-03,tray4,15,diy_data\pimframes\fluc-20190803-tray4-15.tif,Fp,t120_ALon,0,24.5095,0.0763,2.4160,0.0825,0.9904,48.5200,True,True,wt
fluc,2019-08-03,2019-08-03,tray4,15,diy_data\pimframes\fluc-20190803-tray4-15.tif,Fp,t120_ALon,1,22.5296,0.0767,2.4351,0.1059,0.9013,33.1600,True,True,stn7
fluc,2019-08-03,2019-08-03,tray4,15,diy_data\pimframes\fluc-20190803-tray4-15.tif,Fp,t120_ALon,2,24.1282,0.0787,2.4813,0.0931,1.2223,33.0800,True,True,stn7
fluc,2019-08-03,2019-08-03,tray4,15,diy_data\pimframes\fluc-20190803-tray4-15.tif,Fp,t120_ALon,3,24.3281,0.0809,2.3503,0.0865,0.9454,30.8400,True,True,wt
fluc,2019-08-03,2019-08-03,tray4,15,diy_data\pimframes\fluc-20190803-tray4-15.tif,Fp,t120_ALon,4,21.3064,0.0825,2.4826,0.0975,0.8030,30.6800,True,True,vccn1
fluc,2019-08-03,2019-08-03,tray4,15,diy_data\pimframes\fluc-20190803-tray4-15.tif,Fp,t120_ALon,5,22.1194,0.0915,2.3237,0.1014,0.7455,23.1200,True,True,vccn1
fluc,2019-08-03,2019-08-03,tray4,15,diy_data\pimframes\fluc-20190803-tray4-15.tif,Fp,t120_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
fluc,2019-08-03,2019-08-03,tray4,15,diy_data\pimframes\fluc-20190803-tray4-15.tif,Fp,t120_ALon,7,20.8819,0.0991,2.5081,0.1106,1.0314,39.6400,True,True,kea3
fluc,2019-08-03,2019-08-03,tray4,15,diy_data\pimframes\fluc-20190803-tray4-15.tif,Fp,t120_ALon,8,21.3483,0.1007,2.2629,0.0972,0.8148,20.4400,True,True,kea3
fluc,2019-08-03,2019-08-03,tray4,16,diy_data\pimframes\fluc-20190803-tray4-16.tif,Fmp,t120_ALon,0,25.9827,0.0763,2.4160,0.0825,0.9904,48.5200,True,True,wt
fluc,2019-08-03,2019-08-03,tray4,16,diy_data\pimframes\fluc-20190803-tray4-16.tif,Fmp,t120_ALon,1,23.6852,0.0767,2.4351,0.1059,0.9013,33.1600,True,True,stn7
fluc,2019-08-03,2019-08-03,tray4,16,diy_data\pimframes\fluc-20190803-tray4-16.tif,Fmp,t120_ALon,2,25.5647,0.0787,2.4813,0.0931,1.2223,33.0800,True,True,stn7
fluc,2019-08-03,2019-08-03,tray4,16,diy_data\pimframes\fluc-20190803-tray4-16.tif,Fmp,t120_ALon,3,25.9870,0.0809,2.3503,0.0865,0.9454,30.8400,True,True,wt
fluc,2019-08-03,2019-08-03,tray4,16,diy_data\pimframes\fluc-20190803-tray4-16.tif,Fmp,t120_ALon,4,22.7366,0.0825,2.4826,0.0975,0.8030,30.6800,True,True,vccn1
fluc,2019-08-03,2019-08-03,tray4,16,diy_data\pimframes\fluc-20190803-tray4-16.tif,Fmp,t120_ALon,5,23.8633,0.0915,2.3237,0.1014,0.7455,23.1200,True,True,vccn1
fluc,2019-08-03,2019-08-03,tray4,16,diy_data\pimframes\fluc-20190803-tray4-16.tif,Fmp,t120_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
fluc,2019-08-03,2019-08-03,tray4,16,diy_data\pimframes\fluc-20190803-tray4-16.tif,Fmp,t120_ALon,7,22.6519,0.0991,2.5081,0.1106,1.0314,39.6400,True,True,kea3
fluc,2019-08-03,2019-08-03,tray4,16,diy_data\pimframes\fluc-20190803-tray4-16.tif,Fmp,t120_ALon,8,23.3444,0.1007,2.2629,0.0972,0.8148,20.4400,True,True,kea3
fluc,2019-08-03,2019-08-03,tray4,17,diy_data\pimframes\fluc-20190803-tray4-17.tif,Fp,t140_ALon,0,23.6570,0.0897,2.4427,0.0933,0.8243,48.5200,True,True,wt
fluc,2019-08-03,2019-08-03,tray4,17,diy_data\pimframes\fluc-20190803-tray4-17.tif,Fp,t140_ALon,1,21.8577,0.1003,2.4368,0.1105,0.9095,33.1600,True,True,stn7
fluc,2019-08-03,2019-08-03,tray4,17,diy_data\pimframes\fluc-20190803-tray4-17.tif,Fp,t140_ALon,2,23.4063,0.0964,2.5155,0.0959,1.3030,33.0800,True,True,stn7
fluc,2019-08-03,2019-08-03,tray4,17,diy_data\pimframes\fluc-20190803-tray4-17.tif,Fp,t140_ALon,3,23.5279,0.1010,2.3515,0.0938,0.8258,30.8400,True,True,wt
fluc,2019-08-03,2019-08-03,tray4,17,diy_data\pimframes\fluc-20190803-tray4-17.tif,Fp,t140_ALon,4,20.4889,0.1055,2.5183,0.1136,0.9823,30.6800,True,True,vccn1
fluc,2019-08-03,2019-08-03,tray4,17,diy_data\pimframes\fluc-20190803-tray4-17.tif,Fp,t140_ALon,5,21.3322,0.1037,2.4073,0.0930,0.8624,23.1200,True,True,vccn1
fluc,2019-08-03,2019-08-03,tray4,17,diy_data\pimframes\fluc-20190803-tray4-17.tif,Fp,t140_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
fluc,2019-08-03,2019-08-03,tray4,17,diy_data\pimframes\fluc-20190803-tray4-17.tif,Fp,t140_ALon,7,19.9788,0.1233,2.5385,0.1221,0.8677,39.6400,True,True,kea3
fluc,2019-08-03,2019-08-03,tray4,17,diy_data\pimframes\fluc-20190803-tray4-17.tif,Fp,t140_ALon,8,20.5851,0.1095,2.3435,0.1076,0.9211,20.4400,True,True,kea3
fluc,2019-08-03,2019-08-03,tray4,18,diy_data\pimframes\fluc-20190803-tray4-18.tif,Fmp,t140_ALon,0,25.4979,0.0897,2.4427,0.0933,0.8243,48.5200,True,True,wt
fluc,2019-08-03,2019-08-03,tray4,18,diy_data\pimframes\fluc-20190803-tray4-18.tif,Fmp,t140_ALon,1,23.6080,0.1003,2.4368,0.1105,0.9095,33.1600,True,True,stn7
fluc,2019-08-03,2019-08-03,tray4,18,diy_data\pimframes\fluc-20190803-tray4-18.tif,Fmp,t140_ALon,2,25.4813,0.0964,2.5155,0.0959,1.3030,33.0800,True,True,stn7
fluc,2019-08-03,2019-08-03,tray4,18,diy_data\pimframes\fluc-20190803-tray4-18.tif,Fmp,t140_ALon,3,25.8677,0.1010,2.3515,0.0938,0.8258,30.8400,True,True,wt
fluc,2019-08-03,2019-08-03,tray4,18,diy_data\pimframes\fluc-20190803-tray4-18.tif,Fmp,t140_ALon,4,22.4224,0.1055,2.5183,0.1136,0.9823,30.6800,True,True,vccn1
fluc,2019-08-03,2019-08-03,tray4,18,diy_data\pimframes\fluc-20190803-tray4-18.tif,Fmp,t140_ALon,5,23.5277,0.1037,2.4073,0.0930,0.8624,23.1200,True,True,vccn1
fluc,2019-08-03,2019-08-03,tray4,18,diy_data\pimframes\fluc-20190803-tray4-18.tif,Fmp,t140_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
fluc,2019-08-03,2019-08-03,tray4,18,diy_data\pimframes\fluc-20190803-tray4-18.tif,Fmp,t140_ALon,7,22.3320,0.1233,2.5385,0.1221,0.8677,39.6400,True,True,kea3
fluc,2019-08-03,2019-08-03,tray4,18,diy_data\pimframes\fluc-20190803-tray4-18.tif,Fmp,t140_ALon,8,22.7456,0.1095,2.3435,0.1076,0.9211,20.4400,True,True,kea3
fluc,2019-08-03,2019-08-03,tray4,19,diy_data\pimframes\fluc-20190803-tray4-19.tif,Fp,t160_ALon,0,23.0544,0.1073,2.4564,0.0987,0.8299,48.5200,True,True,wt
fluc,2019-08-03,2019-08-03,tray4,19,diy_data\pimframes\fluc-20190803-tray4-19.tif,Fp,t160_ALon,1,21.7817,0.1063,2.3748,0.1073,0.7769,33.1600,True,True,stn7
fluc,2019-08-03,2019-08-03,tray4,19,diy_data\pimframes\fluc-20190803-tray4-19.tif,Fp,t160_ALon,2,23.4208,0.1093,2.4192,0.0971,0.8340,33.0800,True,True,stn7
fluc,2019-08-03,2019-08-03,tray4,19,diy_data\pimframes\fluc-20190803-tray4-19.tif,Fp,t160_ALon,3,23.0156,0.1232,2.3603,0.0993,1.0139,30.8400,True,True,wt
fluc,2019-08-03,2019-08-03,tray4,19,diy_data\pimframes\fluc-20190803-tray4-19.tif,Fp,t160_ALon,4,19.9674,0.1297,2.4936,0.1183,0.7426,30.6800,True,True,vccn1
fluc,2019-08-03,2019-08-03,tray4,19,diy_data\pimframes\fluc-20190803-tray4-19.tif,Fp,t160_ALon,5,20.8339,0.1239,2.3996,0.1003,0.8871,23.1200,True,True,vccn1
fluc,2019-08-03,2019-08-03,tray4,19,diy_data\pimframes\fluc-20190803-tray4-19.tif,Fp,t160_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
fluc,2019-08-03,2019-08-03,tray4,19,diy_data\pimframes\fluc-20190803-tray4-19.tif,Fp,t160_ALon,7,19.3895,0.1296,2.5715,0.1184,0.8647,39.6400,True,True,kea3
fluc,2019-08-03,2019-08-03,tray4,19,diy_data\pimframes\fluc-20190803-tray4-19.tif,Fp,t160_ALon,8,19.7828,0.1301,2.3862,0.1168,0.7764,20.4400,True,True,kea3
fluc,2019-08-03,2019-08-03,tray4,20,diy_data\pimframes\fluc-20190803-tray4-20.tif,Fmp,t160_ALon,0,25.4295,0.1073,2.4564,0.0987,0.8299,48.5200,True,True,wt
fluc,2019-08-03,2019-08-03,tray4,20,diy_data\pimframes\fluc-20190803-tray4-20.tif,Fmp,t160_ALon,1,23.8420,0.1063,2.3748,0.1073,0.7769,33.1600,True,True,stn7
fluc,2019-08-03,2019-08-03,tray4,20,diy_data\pimframes\fluc-20190803-tray4-20.tif,Fmp,t160_ALon,2,25.9734,0.1093,2.4192,0.0971,0.8340,33.0800,True,True,stn7
fluc,2019-08-03,2019-08-03,tray4,20,diy_data\pimframes\fluc-20190803-tray4-20.tif,Fmp,t160_ALon,3,25.9857,0.1232,2.3603,0.0993,1.0139,30.8400,True,True,wt
fluc,2019-08-03,2019-08-03,tray4,20,diy_data\pimframes\fluc-20190803-tray4-20.tif,Fmp,t160_ALon,4,22.5346,0.1297,2.4936,0.1183,0.7426,30.6800,True,True,vccn1
fluc,2019-08-03,2019-08-03,tray4,20,diy_data\pimframes\fluc-20190803-tray4-20.tif,Fmp,t160_ALon,5,23.6021,0.1239,2.3996,0.1003,0.8871,23.1200,True,True,vccn1
fluc,2019-08-03,2019-08-03,tray4,20,diy_data\pimframes\fluc-20190803-tray4-20.tif,Fmp,t160_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
fluc,2019-08-03,2019-08-03,tray4,20,diy_data\pimframes\fluc-20190803-tray4-20.tif,Fmp,t160_ALon,7,21.9223,0.1296,2.5715,0.1184,0.8647,39.6400,True,True,kea3
fluc,2019-08-03,2019-08-03,tray4,20,diy_data\pimframes\fluc-20190803-tray4-20.tif,Fmp,t160_ALon,8,22.3914,0.1301,2.3862,0.1168,0.7764,20.4400,True,True,kea3
fluc,2019-08-03,2019-08-03,tray4,21,diy_data\pimframes\fluc-20190803-tray4-21.tif,Fp,t180_ALon,0,22.7791,0.1236,2.3942,0.1023,0.7310,48.5200,True,True,wt
fluc,2019-08-03,2019-08-03,tray4,21,diy_data\pimframes\fluc-20190803-tray4-21.tif,Fp,t180_ALon,1,22.1568,0.1236,2.2494,0.1180,0.6959,33.1600,True,True,stn7
fluc,2019-08-03,2019-08-03,tray4,21,diy_data\pimframes\fluc-20190803-tray4-21.tif,Fp,t180_ALon,2,23.7654,0.1311,2.2853,0.0997,0.8698,33.0800,True,True,stn7
fluc,2019-08-03,2019-08-03,tray4,21,diy_data\pimframes\fluc-20190803-tray4-21.tif,Fp,t180_ALon,3,22.8223,0.1471,2.2646,0.1038,0.7870,30.8400,True,True,wt
fluc,2019-08-03,2019-08-03,tray4,21,diy_data\pimframes\fluc-20190803-tray4-21.tif,Fp,t180_ALon,4,19.8188,0.1477,2.4413,0.1222,0.8409,30.6800,True,True,vccn1
fluc,2019-08-03,2019-08-03,tray4,21,diy_data\pimframes\fluc-20190803-tray4-21.tif,Fp,t180_ALon,5,20.7543,0.1454,2.3401,0.1079,0.8827,23.1200,True,True,vccn1
fluc,2019-08-03,2019-08-03,tray4,21,diy_data\pimframes\fluc-20190803-tray4-21.tif,Fp,t180_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
fluc,2019-08-03,2019-08-03,tray4,21,diy_data\pimframes\fluc-20190803-tray4-21.tif,Fp,t180_ALon,7,18.7750,0.1479,2.6203,0.1224,0.9194,39.6400,True,True,kea3
fluc,2019-08-03,2019-08-03,tray4,21,diy_data\pimframes\fluc-20190803-tray4-21.tif,Fp,t180_ALon,8,19.2622,0.1383,2.4440,0.1138,0.9151,20.4400,True,True,kea3
fluc,2019-08-03,2019-08-03,tray4,22,diy_data\pimframes\fluc-20190803-tray4-22.tif,Fmp,t180_ALon,0,25.6768,0.1236,2.3942,0.1023,0.7310,48.5200,True,True,wt
fluc,2019-08-03,2019-08-03,tray4,22,diy_data\pimframes\fluc-20190803-tray4-22.tif,Fmp,t180_ALon,1,24.7539,0.1236,2.2494,0.1180,0.6959,33.1600,True,True,stn7
fluc,2019-08-03,2019-08-03,tray4,22,diy_data\pimframes\fluc-20190803-tray4-22.tif,Fmp,t180_ALon,2,27.0665,0.1311,2.2853,0.0997,0.8698,33.0800,True,True,stn7
fluc,2019-08-03,2019-08-03,tray4,22,diy_data\pimframes\fluc-20190803-tray4-22.tif,Fmp,t180_ALon,3,26.5979,0.1471,2.2646,0.1038,0.7870,30.8400,True,True,wt
fluc,2019-08-03,2019-08-03,tray4,22,diy_data\pimframes\fluc-20190803-tray4-22.tif,Fmp,t180_ALon,4,22.9205,0.1477,2.4413,0.1222,0.8409,30.6800,True,True,vccn1
fluc,2019-08-03,2019-08-03,tray4,22,diy_data\pimframes\fluc-20190803-tray4-22.tif,Fmp,t180_ALon,5,24.0467,0.1454,2.3401,0.1079,0.8827,23.1200,True,True,vccn1
fluc,2019-08-03,2019-08-03,tray4,22,diy_data\pimframes\fluc-20190803-tray4-22.tif,Fmp,t180_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
fluc,2019-08-03,2019-08-03,tray4,22,diy_data\pimframes\fluc-20190803-tray4-22.tif,Fmp,t180_ALon,7,21.7245,0.1479,2.6203,0.1224,0.9194,39.6400,True,True,kea3
fluc,2019-08-03,2019-08-03,tray4,22,diy_data\pimframes\fluc-20190803-tray4-22.tif,Fmp,t180_ALon,8,22.1409,0.1383,2.4440,0.1138,0.9151,20.4400,True,True,kea3
fluc,2019-08-03,2019-08-03,tray4,23,diy_data\pimframes\fluc-20190803-tray4-23.tif,Fp,t200_ALon,0,22.6719,0.1498,2.3113,0.1167,0.8391,48.5200,True,True,wt
fluc,2019-08-03,2019-08-03,tray4,23,diy_data\pimframes\fluc-20190803-tray4-23.tif,Fp,t200_ALon,1,22.8854,0.1336,2.1239,0.1148,0.8380,33.1600,True,True,stn7
fluc,2019-08-03,2019-08-03,tray4,23,diy_data\pimframes\fluc-20190803-tray4-23.tif,Fp,t200_ALon,2,24.6723,0.1405,2.1401,0.1027,1.0277,33.0800,True,True,stn7
fluc,2019-08-03,2019-08-03,tray4,23,diy_data\pimframes\fluc-20190803-tray4-23.tif,Fp,t200_ALon,3,22.8949,0.1732,2.1611,0.1121,0.8532,30.8400,True,True,wt
fluc,2019-08-03,2019-08-03,tray4,23,diy_data\pimframes\fluc-20190803-tray4-23.tif,Fp,t200_ALon,4,19.8631,0.1687,2.3505,0.1188,0.9990,30.6800,True,True,vccn1
fluc,2019-08-03,2019-08-03,tray4,23,diy_data\pimframes\fluc-20190803-tray4-23.tif,Fp,t200_ALon,5,20.7301,0.1693,2.1985,0.1154,0.5947,23.1200,True,True,vccn1
fluc,2019-08-03,2019-08-03,tray4,23,diy_data\pimframes\fluc-20190803-tray4-23.tif,Fp,t200_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
fluc,2019-08-03,2019-08-03,tray4,23,diy_data\pimframes\fluc-20190803-tray4-23.tif,Fp,t200_ALon,7,18.3824,0.1611,2.6184,0.1319,0.8574,39.6400,True,True,kea3
fluc,2019-08-03,2019-08-03,tray4,23,diy_data\pimframes\fluc-20190803-tray4-23.tif,Fp,t200_ALon,8,18.7906,0.1610,2.4505,0.1263,1.0564,20.4400,True,True,kea3
fluc,2019-08-03,2019-08-03,tray4,24,diy_data\pimframes\fluc-20190803-tray4-24.tif,Fmp,t200_ALon,0,26.4312,0.1498,2.3113,0.1167,0.8391,48.5200,True,True,wt
fluc,2019-08-03,2019-08-03,tray4,24,diy_data\pimframes\fluc-20190803-tray4-24.tif,Fmp,t200_ALon,1,25.9566,0.1336,2.1239,0.1148,0.8380,33.1600,True,True,stn7
fluc,2019-08-03,2019-08-03,tray4,24,diy_data\pimframes\fluc-20190803-tray4-24.tif,Fmp,t200_ALon,2,28.4365,0.1405,2.1401,0.1027,1.0277,33.0800,True,True,stn7
fluc,2019-08-03,2019-08-03,tray4,24,diy_data\pimframes\fluc-20190803-tray4-24.tif,Fmp,t200_ALon,3,27.4942,0.1732,2.1611,0.1121,0.8532,30.8400,True,True,wt
fluc,2019-08-03,2019-08-03,tray4,24,diy_data\pimframes\fluc-20190803-tray4-24.tif,Fmp,t200_ALon,4,23.6623,0.1687,2.3505,0.1188,0.9990,30.6800,True,True,vccn1
fluc,2019-08-03,2019-08-03,tray4,24,diy_data\pimframes\fluc-20190803-tray4-24.tif,Fmp,t200_ALon,5,24.8010,0.1693,2.1985,0.1154,0.5947,23.1200,True,True,vccn1
fluc,2019-08-03,2019-08-03,tray4,24,diy_data\pimframes\fluc-20190803-tray4-24.tif,Fmp,t200_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
fluc,2019-08-03,2019-08-03,tray4,24,diy_data\pimframes\fluc-20190803-tray4-24.tif,Fmp,t200_ALon,7,21.6176,0.1611,2.6184,0.1319,0.8574,39.6400,True,True,kea3
fluc,2019-08-03,2019-08-03,tray4,24,diy_data\pimframes\fluc-20190803-tray4-24.tif,Fmp,t200_ALon,8,22.1272,0.1610,2.4505,0.1263,1.0564,20.4400,True,True,kea3
fluc,2019-08-03,2019-08-03,tray4,25,diy_data\pimframes\fluc-20190803-tray4-25.tif,Fp,t220_ALon,0,22.9225,0.1659,2.1951,0.1137,0.7460,48.5200,True,True,wt
fluc,2019-08-03,2019-08-03,tray4,25,diy_data\pimframes\fluc-20190803-tray4-25.tif,Fp,t220_ALon,1,23.7201,0.1461,1.9820,0.1188,0.8602,33.1600,True,True,stn7
fluc,2019-08-03,2019-08-03,tray4,25,diy_data\pimframes\fluc-20190803-tray4-25.tif,Fp,t220_ALon,2,25.5054,0.1525,1.9798,0.1037,0.7053,33.0800,True,True,stn7
fluc,2019-08-03,2019-08-03,tray4,25,diy_data\pimframes\fluc-20190803-tray4-25.tif,Fp,t220_ALon,3,23.1401,0.1890,2.0875,0.1138,1.0421,30.8400,True,True,wt
